Question,Location Code,Location Name,Answer,Count
Number of Males in Household,102,Nyamatare,,36
Number of Males in Household,102,Nyamatare,25,0
Number of Males in Household,102,Nyamatare,13,0
Number of Males in Household,102,Nyamatare,20,0
Number of Males in Household,102,Nyamatare,6,83
Number of Males in Household,102,Nyamatare,8,33
Number of Males in Household,102,Nyamatare,14,0
Number of Males in Household,102,Nyamatare,11,0
Number of Males in Household,102,Nyamatare,24,0
Number of Males in Household,102,Nyamatare,17,0
Number of Males in Household,102,Nyamatare,15,0
Number of Males in Household,102,Nyamatare,7,25
Number of Males in Household,102,Nyamatare,2,392
Number of Males in Household,102,Nyamatare,1,265
Number of Males in Household,102,Nyamatare,10,3
Number of Males in Household,102,Nyamatare,12,0
Number of Males in Household,102,Nyamatare,18,0
Number of Males in Household,102,Nyamatare,5,100
Number of Males in Household,102,Nyamatare,3,345
Number of Males in Household,102,Nyamatare,16,0
Number of Males in Household,102,Nyamatare,9,8
Number of Males in Household,102,Nyamatare,22,0
Number of Males in Household,102,Nyamatare,21,0
Number of Males in Household,102,Nyamatare,19,0
Number of Males in Household,102,Nyamatare,23,0
Number of Males in Household,102,Nyamatare,4,224
Number of Males in Household,122,Buhare,,26
Number of Males in Household,122,Buhare,25,0
Number of Males in Household,122,Buhare,13,0
Number of Males in Household,122,Buhare,20,0
Number of Males in Household,122,Buhare,6,27
Number of Males in Household,122,Buhare,8,23
Number of Males in Household,122,Buhare,14,0
Number of Males in Household,122,Buhare,11,6
Number of Males in Household,122,Buhare,24,0
Number of Males in Household,122,Buhare,17,0
Number of Males in Household,122,Buhare,15,0
Number of Males in Household,122,Buhare,7,34
Number of Males in Household,122,Buhare,2,227
Number of Males in Household,122,Buhare,1,111
Number of Males in Household,122,Buhare,10,0
Number of Males in Household,122,Buhare,12,0
Number of Males in Household,122,Buhare,18,0
Number of Males in Household,122,Buhare,5,91
Number of Males in Household,122,Buhare,3,195
Number of Males in Household,122,Buhare,16,0
Number of Males in Household,122,Buhare,9,4
Number of Males in Household,122,Buhare,22,0
Number of Males in Household,122,Buhare,21,0
Number of Males in Household,122,Buhare,19,0
Number of Males in Household,122,Buhare,23,0
Number of Males in Household,122,Buhare,4,133
Number of Males in Household,431,Ngulwi,,0
Number of Males in Household,431,Ngulwi,25,0
Number of Males in Household,431,Ngulwi,13,0
Number of Males in Household,431,Ngulwi,20,0
Number of Males in Household,431,Ngulwi,6,2
Number of Males in Household,431,Ngulwi,8,0
Number of Males in Household,431,Ngulwi,14,0
Number of Males in Household,431,Ngulwi,11,0
Number of Males in Household,431,Ngulwi,24,0
Number of Males in Household,431,Ngulwi,17,0
Number of Males in Household,431,Ngulwi,15,0
Number of Males in Household,431,Ngulwi,7,0
Number of Males in Household,431,Ngulwi,2,14
Number of Males in Household,431,Ngulwi,1,5
Number of Males in Household,431,Ngulwi,10,0
Number of Males in Household,431,Ngulwi,12,0
Number of Males in Household,431,Ngulwi,18,0
Number of Males in Household,431,Ngulwi,5,3
Number of Males in Household,431,Ngulwi,3,10
Number of Males in Household,431,Ngulwi,16,0
Number of Males in Household,431,Ngulwi,9,0
Number of Males in Household,431,Ngulwi,22,0
Number of Males in Household,431,Ngulwi,21,0
Number of Males in Household,431,Ngulwi,19,0
Number of Males in Household,431,Ngulwi,23,0
Number of Males in Household,431,Ngulwi,4,7
Number of Males in Household,303,Itigi Majengo,,9
Number of Males in Household,303,Itigi Majengo,25,0
Number of Males in Household,303,Itigi Majengo,13,0
Number of Males in Household,303,Itigi Majengo,20,0
Number of Males in Household,303,Itigi Majengo,6,0
Number of Males in Household,303,Itigi Majengo,8,0
Number of Males in Household,303,Itigi Majengo,14,0
Number of Males in Household,303,Itigi Majengo,11,0
Number of Males in Household,303,Itigi Majengo,24,0
Number of Males in Household,303,Itigi Majengo,17,0
Number of Males in Household,303,Itigi Majengo,15,0
Number of Males in Household,303,Itigi Majengo,7,0
Number of Males in Household,303,Itigi Majengo,2,15
Number of Males in Household,303,Itigi Majengo,1,11
Number of Males in Household,303,Itigi Majengo,10,0
Number of Males in Household,303,Itigi Majengo,12,0
Number of Males in Household,303,Itigi Majengo,18,0
Number of Males in Household,303,Itigi Majengo,5,14
Number of Males in Household,303,Itigi Majengo,3,27
Number of Males in Household,303,Itigi Majengo,16,0
Number of Males in Household,303,Itigi Majengo,9,0
Number of Males in Household,303,Itigi Majengo,22,0
Number of Males in Household,303,Itigi Majengo,21,0
Number of Males in Household,303,Itigi Majengo,19,0
Number of Males in Household,303,Itigi Majengo,23,0
Number of Males in Household,303,Itigi Majengo,4,10
Number of Males in Household,312,Nyampulukano,,4
Number of Males in Household,312,Nyampulukano,25,0
Number of Males in Household,312,Nyampulukano,13,0
Number of Males in Household,312,Nyampulukano,20,0
Number of Males in Household,312,Nyampulukano,6,8
Number of Males in Household,312,Nyampulukano,8,0
Number of Males in Household,312,Nyampulukano,14,0
Number of Males in Household,312,Nyampulukano,11,0
Number of Males in Household,312,Nyampulukano,24,0
Number of Males in Household,312,Nyampulukano,17,0
Number of Males in Household,312,Nyampulukano,15,0
Number of Males in Household,312,Nyampulukano,7,8
Number of Males in Household,312,Nyampulukano,2,28
Number of Males in Household,312,Nyampulukano,1,13
Number of Males in Household,312,Nyampulukano,10,0
Number of Males in Household,312,Nyampulukano,12,0
Number of Males in Household,312,Nyampulukano,18,0
Number of Males in Household,312,Nyampulukano,5,31
Number of Males in Household,312,Nyampulukano,3,22
Number of Males in Household,312,Nyampulukano,16,0
Number of Males in Household,312,Nyampulukano,9,0
Number of Males in Household,312,Nyampulukano,22,0
Number of Males in Household,312,Nyampulukano,21,0
Number of Males in Household,312,Nyampulukano,19,0
Number of Males in Household,312,Nyampulukano,23,0
Number of Males in Household,312,Nyampulukano,4,18
Number of Males in Household,173,Lugulu,,7
Number of Males in Household,173,Lugulu,25,0
Number of Males in Household,173,Lugulu,13,0
Number of Males in Household,173,Lugulu,20,0
Number of Males in Household,173,Lugulu,6,51
Number of Males in Household,173,Lugulu,8,18
Number of Males in Household,173,Lugulu,14,0
Number of Males in Household,173,Lugulu,11,0
Number of Males in Household,173,Lugulu,24,0
Number of Males in Household,173,Lugulu,17,0
Number of Males in Household,173,Lugulu,15,0
Number of Males in Household,173,Lugulu,7,10
Number of Males in Household,173,Lugulu,2,162
Number of Males in Household,173,Lugulu,1,30
Number of Males in Household,173,Lugulu,10,0
Number of Males in Household,173,Lugulu,12,0
Number of Males in Household,173,Lugulu,18,0
Number of Males in Household,173,Lugulu,5,74
Number of Males in Household,173,Lugulu,3,131
Number of Males in Household,173,Lugulu,16,0
Number of Males in Household,173,Lugulu,9,10
Number of Males in Household,173,Lugulu,22,0
Number of Males in Household,173,Lugulu,21,0
Number of Males in Household,173,Lugulu,19,0
Number of Males in Household,173,Lugulu,23,0
Number of Males in Household,173,Lugulu,4,113
Number of Males in Household,171,Makurugusi,,67
Number of Males in Household,171,Makurugusi,25,0
Number of Males in Household,171,Makurugusi,13,16
Number of Males in Household,171,Makurugusi,20,0
Number of Males in Household,171,Makurugusi,6,315
Number of Males in Household,171,Makurugusi,8,101
Number of Males in Household,171,Makurugusi,14,0
Number of Males in Household,171,Makurugusi,11,22
Number of Males in Household,171,Makurugusi,24,0
Number of Males in Household,171,Makurugusi,17,0
Number of Males in Household,171,Makurugusi,15,0
Number of Males in Household,171,Makurugusi,7,129
Number of Males in Household,171,Makurugusi,2,783
Number of Males in Household,171,Makurugusi,1,410
Number of Males in Household,171,Makurugusi,10,14
Number of Males in Household,171,Makurugusi,12,26
Number of Males in Household,171,Makurugusi,18,0
Number of Males in Household,171,Makurugusi,5,529
Number of Males in Household,171,Makurugusi,3,1050
Number of Males in Household,171,Makurugusi,16,0
Number of Males in Household,171,Makurugusi,9,50
Number of Males in Household,171,Makurugusi,22,0
Number of Males in Household,171,Makurugusi,21,0
Number of Males in Household,171,Makurugusi,19,0
Number of Males in Household,171,Makurugusi,23,2
Number of Males in Household,171,Makurugusi,4,870
Number of Males in Household,123,Nyakafulu,,26
Number of Males in Household,123,Nyakafulu,25,0
Number of Males in Household,123,Nyakafulu,13,0
Number of Males in Household,123,Nyakafulu,20,0
Number of Males in Household,123,Nyakafulu,6,78
Number of Males in Household,123,Nyakafulu,8,40
Number of Males in Household,123,Nyakafulu,14,0
Number of Males in Household,123,Nyakafulu,11,4
Number of Males in Household,123,Nyakafulu,24,0
Number of Males in Household,123,Nyakafulu,17,0
Number of Males in Household,123,Nyakafulu,15,0
Number of Males in Household,123,Nyakafulu,7,62
Number of Males in Household,123,Nyakafulu,2,296
Number of Males in Household,123,Nyakafulu,1,147
Number of Males in Household,123,Nyakafulu,10,11
Number of Males in Household,123,Nyakafulu,12,7
Number of Males in Household,123,Nyakafulu,18,0
Number of Males in Household,123,Nyakafulu,5,187
Number of Males in Household,123,Nyakafulu,3,289
Number of Males in Household,123,Nyakafulu,16,0
Number of Males in Household,123,Nyakafulu,9,6
Number of Males in Household,123,Nyakafulu,22,0
Number of Males in Household,123,Nyakafulu,21,0
Number of Males in Household,123,Nyakafulu,19,0
Number of Males in Household,123,Nyakafulu,23,0
Number of Males in Household,123,Nyakafulu,4,263
Number of Males in Household,421,Ruhanga,,0
Number of Males in Household,421,Ruhanga,25,0
Number of Males in Household,421,Ruhanga,13,0
Number of Males in Household,421,Ruhanga,20,0
Number of Males in Household,421,Ruhanga,6,0
Number of Males in Household,421,Ruhanga,8,0
Number of Males in Household,421,Ruhanga,14,0
Number of Males in Household,421,Ruhanga,11,0
Number of Males in Household,421,Ruhanga,24,0
Number of Males in Household,421,Ruhanga,17,0
Number of Males in Household,421,Ruhanga,15,0
Number of Males in Household,421,Ruhanga,7,0
Number of Males in Household,421,Ruhanga,2,3
Number of Males in Household,421,Ruhanga,1,8
Number of Males in Household,421,Ruhanga,10,0
Number of Males in Household,421,Ruhanga,12,0
Number of Males in Household,421,Ruhanga,18,0
Number of Males in Household,421,Ruhanga,5,1
Number of Males in Household,421,Ruhanga,3,10
Number of Males in Household,421,Ruhanga,16,0
Number of Males in Household,421,Ruhanga,9,0
Number of Males in Household,421,Ruhanga,22,0
Number of Males in Household,421,Ruhanga,21,0
Number of Males in Household,421,Ruhanga,19,0
Number of Males in Household,421,Ruhanga,23,0
Number of Males in Household,421,Ruhanga,4,3
Number of Males in Household,241,Nyakamwaga,,34
Number of Males in Household,241,Nyakamwaga,25,0
Number of Males in Household,241,Nyakamwaga,13,0
Number of Males in Household,241,Nyakamwaga,20,0
Number of Males in Household,241,Nyakamwaga,6,116
Number of Males in Household,241,Nyakamwaga,8,69
Number of Males in Household,241,Nyakamwaga,14,0
Number of Males in Household,241,Nyakamwaga,11,15
Number of Males in Household,241,Nyakamwaga,24,0
Number of Males in Household,241,Nyakamwaga,17,0
Number of Males in Household,241,Nyakamwaga,15,0
Number of Males in Household,241,Nyakamwaga,7,104
Number of Males in Household,241,Nyakamwaga,2,359
Number of Males in Household,241,Nyakamwaga,1,222
Number of Males in Household,241,Nyakamwaga,10,11
Number of Males in Household,241,Nyakamwaga,12,0
Number of Males in Household,241,Nyakamwaga,18,0
Number of Males in Household,241,Nyakamwaga,5,213
Number of Males in Household,241,Nyakamwaga,3,477
Number of Males in Household,241,Nyakamwaga,16,6
Number of Males in Household,241,Nyakamwaga,9,18
Number of Males in Household,241,Nyakamwaga,22,0
Number of Males in Household,241,Nyakamwaga,21,0
Number of Males in Household,241,Nyakamwaga,19,0
Number of Males in Household,241,Nyakamwaga,23,0
Number of Males in Household,241,Nyakamwaga,4,349
Number of Males in Household,143,Matui,,21
Number of Males in Household,143,Matui,25,0
Number of Males in Household,143,Matui,13,0
Number of Males in Household,143,Matui,20,0
Number of Males in Household,143,Matui,6,78
Number of Males in Household,143,Matui,8,19
Number of Males in Household,143,Matui,14,0
Number of Males in Household,143,Matui,11,0
Number of Males in Household,143,Matui,24,0
Number of Males in Household,143,Matui,17,0
Number of Males in Household,143,Matui,15,6
Number of Males in Household,143,Matui,7,53
Number of Males in Household,143,Matui,2,212
Number of Males in Household,143,Matui,1,127
Number of Males in Household,143,Matui,10,5
Number of Males in Household,143,Matui,12,0
Number of Males in Household,143,Matui,18,0
Number of Males in Household,143,Matui,5,121
Number of Males in Household,143,Matui,3,238
Number of Males in Household,143,Matui,16,0
Number of Males in Household,143,Matui,9,5
Number of Males in Household,143,Matui,22,0
Number of Males in Household,143,Matui,21,0
Number of Males in Household,143,Matui,19,0
Number of Males in Household,143,Matui,23,0
Number of Males in Household,143,Matui,4,209
Number of Males in Household,381,Buganguzi,,1
Number of Males in Household,381,Buganguzi,25,0
Number of Males in Household,381,Buganguzi,13,0
Number of Males in Household,381,Buganguzi,20,0
Number of Males in Household,381,Buganguzi,6,6
Number of Males in Household,381,Buganguzi,8,0
Number of Males in Household,381,Buganguzi,14,0
Number of Males in Household,381,Buganguzi,11,0
Number of Males in Household,381,Buganguzi,24,0
Number of Males in Household,381,Buganguzi,17,0
Number of Males in Household,381,Buganguzi,15,0
Number of Males in Household,381,Buganguzi,7,0
Number of Males in Household,381,Buganguzi,2,4
Number of Males in Household,381,Buganguzi,1,7
Number of Males in Household,381,Buganguzi,10,0
Number of Males in Household,381,Buganguzi,12,0
Number of Males in Household,381,Buganguzi,18,0
Number of Males in Household,381,Buganguzi,5,4
Number of Males in Household,381,Buganguzi,3,11
Number of Males in Household,381,Buganguzi,16,0
Number of Males in Household,381,Buganguzi,9,0
Number of Males in Household,381,Buganguzi,22,0
Number of Males in Household,381,Buganguzi,21,0
Number of Males in Household,381,Buganguzi,19,0
Number of Males in Household,381,Buganguzi,23,0
Number of Males in Household,381,Buganguzi,4,5
Number of Males in Household,142,Rwamishenye,,32
Number of Males in Household,142,Rwamishenye,25,0
Number of Males in Household,142,Rwamishenye,13,0
Number of Males in Household,142,Rwamishenye,20,0
Number of Males in Household,142,Rwamishenye,6,46
Number of Males in Household,142,Rwamishenye,8,0
Number of Males in Household,142,Rwamishenye,14,0
Number of Males in Household,142,Rwamishenye,11,0
Number of Males in Household,142,Rwamishenye,24,0
Number of Males in Household,142,Rwamishenye,17,0
Number of Males in Household,142,Rwamishenye,15,0
Number of Males in Household,142,Rwamishenye,7,23
Number of Males in Household,142,Rwamishenye,2,199
Number of Males in Household,142,Rwamishenye,1,144
Number of Males in Household,142,Rwamishenye,10,0
Number of Males in Household,142,Rwamishenye,12,0
Number of Males in Household,142,Rwamishenye,18,0
Number of Males in Household,142,Rwamishenye,5,110
Number of Males in Household,142,Rwamishenye,3,278
Number of Males in Household,142,Rwamishenye,16,0
Number of Males in Household,142,Rwamishenye,9,0
Number of Males in Household,142,Rwamishenye,22,0
Number of Males in Household,142,Rwamishenye,21,0
Number of Males in Household,142,Rwamishenye,19,0
Number of Males in Household,142,Rwamishenye,23,0
Number of Males in Household,142,Rwamishenye,4,167
Number of Males in Household,151,Mwabusalu,,84
Number of Males in Household,151,Mwabusalu,25,0
Number of Males in Household,151,Mwabusalu,13,0
Number of Males in Household,151,Mwabusalu,20,0
Number of Males in Household,151,Mwabusalu,6,305
Number of Males in Household,151,Mwabusalu,8,93
Number of Males in Household,151,Mwabusalu,14,0
Number of Males in Household,151,Mwabusalu,11,11
Number of Males in Household,151,Mwabusalu,24,0
Number of Males in Household,151,Mwabusalu,17,15
Number of Males in Household,151,Mwabusalu,15,15
Number of Males in Household,151,Mwabusalu,7,148
Number of Males in Household,151,Mwabusalu,2,923
Number of Males in Household,151,Mwabusalu,1,527
Number of Males in Household,151,Mwabusalu,10,22
Number of Males in Household,151,Mwabusalu,12,0
Number of Males in Household,151,Mwabusalu,18,0
Number of Males in Household,151,Mwabusalu,5,483
Number of Males in Household,151,Mwabusalu,3,1116
Number of Males in Household,151,Mwabusalu,16,0
Number of Males in Household,151,Mwabusalu,9,47
Number of Males in Household,151,Mwabusalu,22,0
Number of Males in Household,151,Mwabusalu,21,0
Number of Males in Household,151,Mwabusalu,19,0
Number of Males in Household,151,Mwabusalu,23,0
Number of Males in Household,151,Mwabusalu,4,953
Number of Males in Household,172,Magu Mjini,,34
Number of Males in Household,172,Magu Mjini,25,0
Number of Males in Household,172,Magu Mjini,13,0
Number of Males in Household,172,Magu Mjini,20,0
Number of Males in Household,172,Magu Mjini,6,36
Number of Males in Household,172,Magu Mjini,8,7
Number of Males in Household,172,Magu Mjini,14,0
Number of Males in Household,172,Magu Mjini,11,0
Number of Males in Household,172,Magu Mjini,24,0
Number of Males in Household,172,Magu Mjini,17,0
Number of Males in Household,172,Magu Mjini,15,0
Number of Males in Household,172,Magu Mjini,7,8
Number of Males in Household,172,Magu Mjini,2,228
Number of Males in Household,172,Magu Mjini,1,94
Number of Males in Household,172,Magu Mjini,10,0
Number of Males in Household,172,Magu Mjini,12,0
Number of Males in Household,172,Magu Mjini,18,0
Number of Males in Household,172,Magu Mjini,5,59
Number of Males in Household,172,Magu Mjini,3,193
Number of Males in Household,172,Magu Mjini,16,0
Number of Males in Household,172,Magu Mjini,9,5
Number of Males in Household,172,Magu Mjini,22,0
Number of Males in Household,172,Magu Mjini,21,0
Number of Males in Household,172,Magu Mjini,19,0
Number of Males in Household,172,Magu Mjini,23,0
Number of Males in Household,172,Magu Mjini,4,112
Meals Per Day,233,Malampaka,1,2
Meals Per Day,233,Malampaka,3,72
Meals Per Day,233,Malampaka,,1
Meals Per Day,233,Malampaka,2,47
Meals Per Day,132,Makoko,1,34
Meals Per Day,132,Makoko,3,391
Meals Per Day,132,Makoko,,9
Meals Per Day,132,Makoko,2,208
Meals Per Day,322,Ibighi,1,0
Meals Per Day,322,Ibighi,3,10
Meals Per Day,322,Ibighi,,2
Meals Per Day,322,Ibighi,2,13
Meals Per Day,131,Bukandwe,1,251
Meals Per Day,131,Bukandwe,3,2592
Meals Per Day,131,Bukandwe,,115
Meals Per Day,131,Bukandwe,2,3044
Meals Per Day,391,Ibuga,1,0
Meals Per Day,391,Ibuga,3,0
Meals Per Day,391,Ibuga,,3
Meals Per Day,391,Ibuga,2,24
Meals Per Day,301,Nyakagomba,1,18
Meals Per Day,301,Nyakagomba,3,218
Meals Per Day,301,Nyakagomba,,15
Meals Per Day,301,Nyakagomba,2,174
Meals Per Day,211,Mwanghonoli,1,175
Meals Per Day,211,Mwanghonoli,3,1434
Meals Per Day,211,Mwanghonoli,,103
Meals Per Day,211,Mwanghonoli,2,1215
Meals Per Day,221,Bwera,1,27
Meals Per Day,221,Bwera,3,1229
Meals Per Day,221,Bwera,,34
Meals Per Day,221,Bwera,2,889
Meals Per Day,271,Busanda,1,17
Meals Per Day,271,Busanda,3,330
Meals Per Day,271,Busanda,,11
Meals Per Day,271,Busanda,2,545
Meals Per Day,071,Butinzya,1,535
Meals Per Day,071,Butinzya,3,3146
Meals Per Day,071,Butinzya,,186
Meals Per Day,071,Butinzya,2,3851
Meals Per Day,293,Kiwira,1,1
Meals Per Day,293,Kiwira,3,66
Meals Per Day,293,Kiwira,,3
Meals Per Day,293,Kiwira,2,18
Meals Per Day,083,Lamadi,1,50
Meals Per Day,083,Lamadi,3,1131
Meals Per Day,083,Lamadi,,24
Meals Per Day,083,Lamadi,2,724
Meals Per Day,372,Ipagala,1,0
Meals Per Day,372,Ipagala,3,9
Meals Per Day,372,Ipagala,,0
Meals Per Day,372,Ipagala,2,14
Meals Per Day,043,Uyovu,1,93
Meals Per Day,043,Uyovu,3,961
Meals Per Day,043,Uyovu,,12
Meals Per Day,043,Uyovu,2,752
Meals Per Day,183,Buseresere,1,118
Meals Per Day,183,Buseresere,3,487
Meals Per Day,183,Buseresere,,16
Meals Per Day,183,Buseresere,2,458
Meals Per Day,161,Nyarutembo,1,237
Meals Per Day,161,Nyarutembo,3,1908
Meals Per Day,161,Nyarutembo,,97
Meals Per Day,161,Nyarutembo,2,2157
Meals Per Day,232,Sabasaba,1,6
Meals Per Day,232,Sabasaba,3,110
Meals Per Day,232,Sabasaba,,3
Meals Per Day,232,Sabasaba,2,48
Meals Per Day,051,Busonzo,1,204
Meals Per Day,051,Busonzo,3,2725
Meals Per Day,051,Busonzo,,156
Meals Per Day,051,Busonzo,2,3801
Meals Per Day,021,Bwongera,1,193
Meals Per Day,021,Bwongera,3,3749
Meals Per Day,021,Bwongera,,150
Meals Per Day,021,Bwongera,2,3413
Meals Per Day,331,Kishinda,1,0
Meals Per Day,331,Kishinda,3,55
Meals Per Day,331,Kishinda,,0
Meals Per Day,331,Kishinda,2,79
Meals Per Day,353,Nakayaya,1,0
Meals Per Day,353,Nakayaya,3,62
Meals Per Day,353,Nakayaya,,0
Meals Per Day,353,Nakayaya,2,33
Meals Per Day,061,Kachwamba,1,316
Meals Per Day,061,Kachwamba,3,3645
Meals Per Day,061,Kachwamba,,226
Meals Per Day,061,Kachwamba,2,5158
Meals Per Day,113,Bwina,1,65
Meals Per Day,113,Bwina,3,676
Meals Per Day,113,Bwina,,60
Meals Per Day,113,Bwina,2,748
Meals Per Day,292,Makongolosi,1,15
Meals Per Day,292,Makongolosi,3,30
Meals Per Day,292,Makongolosi,,1
Meals Per Day,292,Makongolosi,2,46
Meals Per Day,362,Msasani,1,1
Meals Per Day,362,Msasani,3,18
Meals Per Day,362,Msasani,,2
Meals Per Day,362,Msasani,2,0
Meals Per Day,192,Katubuka,1,22
Meals Per Day,192,Katubuka,3,497
Meals Per Day,192,Katubuka,,1
Meals Per Day,192,Katubuka,2,207
Meals Per Day,351,Kashasha,1,0
Meals Per Day,351,Kashasha,3,35
Meals Per Day,351,Kashasha,,2
Meals Per Day,351,Kashasha,2,72
Meals Per Day,341,Mtakuja,1,35
Meals Per Day,341,Mtakuja,3,127
Meals Per Day,341,Mtakuja,,3
Meals Per Day,341,Mtakuja,2,89
Meals Per Day,253,Nyalikungu,1,10
Meals Per Day,253,Nyalikungu,3,137
Meals Per Day,253,Nyalikungu,,5
Meals Per Day,253,Nyalikungu,2,71
Meals Per Day,223,Nsalala,1,13
Meals Per Day,223,Nsalala,3,109
Meals Per Day,223,Nsalala,,0
Meals Per Day,223,Nsalala,2,80
Meals Per Day,013,Muganza,1,71
Meals Per Day,013,Muganza,3,1503
Meals Per Day,013,Muganza,,57
Meals Per Day,013,Muganza,2,895
Meals Per Day,261,Geitasamo,1,79
Meals Per Day,261,Geitasamo,3,846
Meals Per Day,261,Geitasamo,,22
Meals Per Day,261,Geitasamo,2,708
Meals Per Day,242,Nyamisangura,1,11
Meals Per Day,242,Nyamisangura,3,81
Meals Per Day,242,Nyamisangura,,4
Meals Per Day,242,Nyamisangura,2,35
Meals Per Day,383,Kwemshasha,1,0
Meals Per Day,383,Kwemshasha,3,31
Meals Per Day,383,Kwemshasha,,0
Meals Per Day,383,Kwemshasha,2,8
Meals Per Day,252,Ayamohe,1,9
Meals Per Day,252,Ayamohe,3,371
Meals Per Day,252,Ayamohe,,4
Meals Per Day,252,Ayamohe,2,102
Meals Per Day,272,Iyunga,1,9
Meals Per Day,272,Iyunga,3,126
Meals Per Day,272,Iyunga,,6
Meals Per Day,272,Iyunga,2,58
Meals Per Day,263,Nyasura,1,5
Meals Per Day,263,Nyasura,3,77
Meals Per Day,263,Nyasura,,2
Meals Per Day,263,Nyasura,2,83
Meals Per Day,063,Kabita,1,75
Meals Per Day,063,Kabita,3,1161
Meals Per Day,063,Kabita,,26
Meals Per Day,063,Kabita,2,457
Meals Per Day,343,Nshamba,1,3
Meals Per Day,343,Nshamba,3,12
Meals Per Day,343,Nshamba,,3
Meals Per Day,343,Nshamba,2,61
Meals Per Day,032,Shanwe,1,76
Meals Per Day,032,Shanwe,3,1516
Meals Per Day,032,Shanwe,,27
Meals Per Day,032,Shanwe,2,438
Meals Per Day,213,Bwanga,1,18
Meals Per Day,213,Bwanga,3,137
Meals Per Day,213,Bwanga,,12
Meals Per Day,213,Bwanga,2,194
Meals Per Day,291,Geterer,1,8
Meals Per Day,291,Geterer,3,287
Meals Per Day,291,Geterer,,11
Meals Per Day,291,Geterer,2,184
Meals Per Day,321,Gidihim,1,0
Meals Per Day,321,Gidihim,3,387
Meals Per Day,321,Gidihim,,17
Meals Per Day,321,Gidihim,2,187
Meals Per Day,072,Kawajense,1,44
Meals Per Day,072,Kawajense,3,1265
Meals Per Day,072,Kawajense,,48
Meals Per Day,072,Kawajense,2,642
Meals Per Day,082,Nsemulwa,1,74
Meals Per Day,082,Nsemulwa,3,1114
Meals Per Day,082,Nsemulwa,,25
Meals Per Day,082,Nsemulwa,2,601
Meals Per Day,401,Bulyakashaju,1,1
Meals Per Day,401,Bulyakashaju,3,0
Meals Per Day,401,Bulyakashaju,,1
Meals Per Day,401,Bulyakashaju,2,29
Meals Per Day,222,Ganana,1,3
Meals Per Day,222,Ganana,3,95
Meals Per Day,222,Ganana,,0
Meals Per Day,222,Ganana,2,18
Meals Per Day,052,Kashaulili,1,28
Meals Per Day,052,Kashaulili,3,1058
Meals Per Day,052,Kashaulili,,32
Meals Per Day,052,Kashaulili,2,283
Meals Per Day,112,Mwisenge,1,22
Meals Per Day,112,Mwisenge,3,744
Meals Per Day,112,Mwisenge,,35
Meals Per Day,112,Mwisenge,2,163
Meals Per Day,023,Iwawa,1,74
Meals Per Day,023,Iwawa,3,774
Meals Per Day,023,Iwawa,,12
Meals Per Day,023,Iwawa,2,360
Meals Per Day,210,Kirogo,1,0
Meals Per Day,210,Kirogo,3,14
Meals Per Day,210,Kirogo,,0
Meals Per Day,210,Kirogo,2,33
Meals Per Day,243,Balili,1,16
Meals Per Day,243,Balili,3,167
Meals Per Day,243,Balili,,5
Meals Per Day,243,Balili,2,129
Meals Per Day,141,Bukome,1,196
Meals Per Day,141,Bukome,3,2496
Meals Per Day,141,Bukome,,163
Meals Per Day,141,Bukome,2,2672
Meals Per Day,163,Manda,1,19
Meals Per Day,163,Manda,3,611
Meals Per Day,163,Manda,,8
Meals Per Day,163,Manda,2,359
Meals Per Day,191,Butengorumasa,1,96
Meals Per Day,191,Butengorumasa,3,1900
Meals Per Day,191,Butengorumasa,,124
Meals Per Day,191,Butengorumasa,2,1617
Meals Per Day,371,Kishanda,1,0
Meals Per Day,371,Kishanda,3,23
Meals Per Day,371,Kishanda,,9
Meals Per Day,371,Kishanda,2,35
Meals Per Day,202,Sinde,1,9
Meals Per Day,202,Sinde,3,436
Meals Per Day,202,Sinde,,14
Meals Per Day,202,Sinde,2,161
Meals Per Day,212,Katesh,1,6
Meals Per Day,212,Katesh,3,171
Meals Per Day,212,Katesh,,2
Meals Per Day,212,Katesh,2,34
Meals Per Day,203,Nangwa,1,0
Meals Per Day,203,Nangwa,3,102
Meals Per Day,203,Nangwa,,5
Meals Per Day,203,Nangwa,2,53
Meals Per Day,342,Nonde,1,1
Meals Per Day,342,Nonde,3,31
Meals Per Day,342,Nonde,,0
Meals Per Day,342,Nonde,2,4
Meals Per Day,073,Kalemela,1,21
Meals Per Day,073,Kalemela,3,629
Meals Per Day,073,Kalemela,,34
Meals Per Day,073,Kalemela,2,363
Meals Per Day,133,Igulwa,1,50
Meals Per Day,133,Igulwa,3,668
Meals Per Day,133,Igulwa,,9
Meals Per Day,133,Igulwa,2,433
Meals Per Day,282,Endagikot,1,5
Meals Per Day,282,Endagikot,3,188
Meals Per Day,282,Endagikot,,3
Meals Per Day,282,Endagikot,2,47
Meals Per Day,022,Misunkumilo,1,68
Meals Per Day,022,Misunkumilo,3,1843
Meals Per Day,022,Misunkumilo,,56
Meals Per Day,022,Misunkumilo,2,569
Meals Per Day,302,Nyatukala,1,0
Meals Per Day,302,Nyatukala,3,102
Meals Per Day,302,Nyatukala,,6
Meals Per Day,302,Nyatukala,2,5
Meals Per Day,101,Bukombe,1,446
Meals Per Day,101,Bukombe,3,3333
Meals Per Day,101,Bukombe,,116
Meals Per Day,101,Bukombe,2,4160
Meals Per Day,182,Mwanga Kaskazini,1,6
