Question,Location,Round,Answer,Count
What is your biggest problem?,Kathmandu,4,Education,0
What is your biggest problem?,Kathmandu,4,Long term shelter / housing,60
What is your biggest problem?,Kathmandu,4,Psychosocial counseling,0
What is your biggest problem?,Kathmandu,6,Short-term shelter (tent / shelterbox),11
What is your biggest problem?,Kathmandu,6,Food,0
What is your biggest problem?,Kathmandu,6,Financial support,3
What is your biggest problem?,Kathmandu,6,Others,11
What is your biggest problem?,Kathmandu,6,Toilets / sanitation,0
What is your biggest problem?,Kathmandu,6,Healthcare,1
What is your biggest problem?,Kathmandu,6,Housing inspections,5
What is your biggest problem?,Kathmandu,6,Clean water,0
What is your biggest problem?,Kathmandu,6,NA,36
What is your biggest problem?,Kathmandu,6,Livelihoods,0
What is your biggest problem?,Kathmandu,6,Seeds and fertilizers,0
What is your biggest problem?,Kathmandu,6,Education,0
What is your biggest problem?,Kathmandu,6,Long term shelter / housing,33
What is your biggest problem?,Kathmandu,6,Psychosocial counseling,0
What is your biggest problem?,Nuwakot,1,Short-term shelter (tent / shelterbox),12
What is your biggest problem?,Nuwakot,1,Food,0
What is your biggest problem?,Nuwakot,1,Financial support,4
What is your biggest problem?,Nuwakot,1,Others,1
What is your biggest problem?,Nuwakot,1,Toilets / sanitation,0
What is your biggest problem?,Nuwakot,1,Healthcare,4
What is your biggest problem?,Nuwakot,1,Housing inspections,0
What is your biggest problem?,Nuwakot,1,Clean water,1
What is your biggest problem?,Nuwakot,1,NA,13
What is your biggest problem?,Nuwakot,1,Livelihoods,0
What is your biggest problem?,Nuwakot,1,Seeds and fertilizers,0
What is your biggest problem?,Nuwakot,1,Education,1
What is your biggest problem?,Nuwakot,1,Long term shelter / housing,65
What is your biggest problem?,Nuwakot,1,Psychosocial counseling,0
What is your biggest problem?,Nuwakot,3,Short-term shelter (tent / shelterbox),21
What is your biggest problem?,Nuwakot,3,Food,1
What is your biggest problem?,Nuwakot,3,Financial support,7
What is your biggest problem?,Nuwakot,3,Others,0
What is your biggest problem?,Nuwakot,3,Toilets / sanitation,8
What is your biggest problem?,Nuwakot,3,Healthcare,1
What is your biggest problem?,Nuwakot,3,Housing inspections,1
What is your biggest problem?,Nuwakot,3,Clean water,2
What is your biggest problem?,Nuwakot,3,NA,10
What is your biggest problem?,Nuwakot,3,Livelihoods,1
What is your biggest problem?,Nuwakot,3,Seeds and fertilizers,0
What is your biggest problem?,Nuwakot,3,Education,6
What is your biggest problem?,Nuwakot,3,Long term shelter / housing,42
What is your biggest problem?,Nuwakot,3,Psychosocial counseling,0
What is your biggest problem?,Nuwakot,2,Short-term shelter (tent / shelterbox),21
What is your biggest problem?,Nuwakot,2,Food,0
What is your biggest problem?,Nuwakot,2,Financial support,3
What is your biggest problem?,Nuwakot,2,Others,1
What is your biggest problem?,Nuwakot,2,Toilets / sanitation,1
What is your biggest problem?,Nuwakot,2,Healthcare,2
What is your biggest problem?,Nuwakot,2,Housing inspections,0
What is your biggest problem?,Nuwakot,2,Clean water,2
What is your biggest problem?,Nuwakot,2,NA,8
What is your biggest problem?,Nuwakot,2,Livelihoods,0
What is your biggest problem?,Nuwakot,2,Seeds and fertilizers,0
What is your biggest problem?,Nuwakot,2,Education,0
What is your biggest problem?,Nuwakot,2,Long term shelter / housing,61
What is your biggest problem?,Nuwakot,2,Psychosocial counseling,0
What is your biggest problem?,Nuwakot,5,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Nuwakot,5,Food,0
What is your biggest problem?,Nuwakot,5,Financial support,3
What is your biggest problem?,Nuwakot,5,Others,0
What is your biggest problem?,Nuwakot,5,Toilets / sanitation,0
What is your biggest problem?,Nuwakot,5,Healthcare,1
What is your biggest problem?,Nuwakot,5,Housing inspections,0
What is your biggest problem?,Nuwakot,5,Clean water,4
What is your biggest problem?,Nuwakot,5,NA,37
What is your biggest problem?,Nuwakot,5,Livelihoods,1
What is your biggest problem?,Nuwakot,5,Seeds and fertilizers,0
What is your biggest problem?,Nuwakot,5,Education,2
What is your biggest problem?,Nuwakot,5,Long term shelter / housing,52
What is your biggest problem?,Nuwakot,5,Psychosocial counseling,0
What is your biggest problem?,Nuwakot,4,Short-term shelter (tent / shelterbox),21
What is your biggest problem?,Nuwakot,4,Food,0
What is your biggest problem?,Nuwakot,4,Financial support,8
What is your biggest problem?,Nuwakot,4,Others,1
What is your biggest problem?,Nuwakot,4,Toilets / sanitation,3
What is your biggest problem?,Nuwakot,4,Healthcare,2
What is your biggest problem?,Nuwakot,4,Housing inspections,0
What is your biggest problem?,Nuwakot,4,Clean water,2
What is your biggest problem?,Nuwakot,4,NA,32
What is your biggest problem?,Nuwakot,4,Livelihoods,0
What is your biggest problem?,Nuwakot,4,Seeds and fertilizers,0
What is your biggest problem?,Nuwakot,4,Education,3
What is your biggest problem?,Nuwakot,4,Long term shelter / housing,28
What is your biggest problem?,Nuwakot,4,Psychosocial counseling,0
What is your biggest problem?,Nuwakot,6,Short-term shelter (tent / shelterbox),3
What is your biggest problem?,Nuwakot,6,Food,0
What is your biggest problem?,Nuwakot,6,Financial support,13
What is your biggest problem?,Nuwakot,6,Others,0
What is your biggest problem?,Nuwakot,6,Toilets / sanitation,6
What is your biggest problem?,Nuwakot,6,Healthcare,6
What is your biggest problem?,Nuwakot,6,Housing inspections,1
What is your biggest problem?,Nuwakot,6,Clean water,0
What is your biggest problem?,Nuwakot,6,NA,3
What is your biggest problem?,Nuwakot,6,Livelihoods,2
What is your biggest problem?,Nuwakot,6,Seeds and fertilizers,0
What is your biggest problem?,Nuwakot,6,Education,0
What is your biggest problem?,Nuwakot,6,Long term shelter / housing,64
What is your biggest problem?,Nuwakot,6,Psychosocial counseling,2
What is your biggest problem?,Rasuwa,1,Short-term shelter (tent / shelterbox),23
What is your biggest problem?,Rasuwa,1,Food,0
What is your biggest problem?,Rasuwa,1,Financial support,7
What is your biggest problem?,Rasuwa,1,Others,0
What is your biggest problem?,Rasuwa,1,Toilets / sanitation,2
What is your biggest problem?,Rasuwa,1,Healthcare,2
What is your biggest problem?,Rasuwa,1,Housing inspections,0
What is your biggest problem?,Rasuwa,1,Clean water,2
What is your biggest problem?,Rasuwa,1,NA,11
What is your biggest problem?,Rasuwa,1,Livelihoods,3
What is your biggest problem?,Rasuwa,1,Seeds and fertilizers,0
What is your biggest problem?,Rasuwa,1,Education,3
What is your biggest problem?,Rasuwa,1,Long term shelter / housing,46
What is your biggest problem?,Rasuwa,1,Psychosocial counseling,1
What is your biggest problem?,Rasuwa,3,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Rasuwa,3,Food,0
What is your biggest problem?,Rasuwa,3,Financial support,5
What is your biggest problem?,Rasuwa,3,Others,1
What is your biggest problem?,Rasuwa,3,Toilets / sanitation,0
What is your biggest problem?,Rasuwa,3,Healthcare,1
What is your biggest problem?,Rasuwa,3,Housing inspections,0
What is your biggest problem?,Rasuwa,3,Clean water,0
What is your biggest problem?,Rasuwa,3,NA,46
What is your biggest problem?,Rasuwa,3,Livelihoods,0
What is your biggest problem?,Rasuwa,3,Seeds and fertilizers,0
What is your biggest problem?,Rasuwa,3,Education,0
What is your biggest problem?,Rasuwa,3,Long term shelter / housing,46
What is your biggest problem?,Rasuwa,3,Psychosocial counseling,0
What is your biggest problem?,Rasuwa,2,Short-term shelter (tent / shelterbox),7
What is your biggest problem?,Rasuwa,2,Food,0
What is your biggest problem?,Rasuwa,2,Financial support,19
What is your biggest problem?,Rasuwa,2,Others,0
What is your biggest problem?,Rasuwa,2,Toilets / sanitation,1
What is your biggest problem?,Rasuwa,2,Healthcare,2
What is your biggest problem?,Rasuwa,2,Housing inspections,5
What is your biggest problem?,Rasuwa,2,Clean water,1
What is your biggest problem?,Rasuwa,2,NA,11
What is your biggest problem?,Rasuwa,2,Livelihoods,0
What is your biggest problem?,Rasuwa,2,Seeds and fertilizers,0
What is your biggest problem?,Rasuwa,2,Education,0
What is your biggest problem?,Rasuwa,2,Long term shelter / housing,54
What is your biggest problem?,Rasuwa,2,Psychosocial counseling,0
What is your biggest problem?,Rasuwa,5,Short-term shelter (tent / shelterbox),2
What is your biggest problem?,Rasuwa,5,Food,0
What is your biggest problem?,Rasuwa,5,Financial support,22
What is your biggest problem?,Rasuwa,5,Others,0
What is your biggest problem?,Rasuwa,5,Toilets / sanitation,0
What is your biggest problem?,Rasuwa,5,Healthcare,1
What is your biggest problem?,Rasuwa,5,Housing inspections,0
What is your biggest problem?,Rasuwa,5,Clean water,0
What is your biggest problem?,Rasuwa,5,NA,16
What is your biggest problem?,Rasuwa,5,Livelihoods,0
What is your biggest problem?,Rasuwa,5,Seeds and fertilizers,0
What is your biggest problem?,Rasuwa,5,Education,0
What is your biggest problem?,Rasuwa,5,Long term shelter / housing,58
What is your biggest problem?,Rasuwa,5,Psychosocial counseling,1
What is your biggest problem?,Rasuwa,4,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Rasuwa,4,Food,0
What is your biggest problem?,Rasuwa,4,Financial support,7
What is your biggest problem?,Rasuwa,4,Others,0
What is your biggest problem?,Rasuwa,4,Toilets / sanitation,0
What is your biggest problem?,Rasuwa,4,Healthcare,0
What is your biggest problem?,Rasuwa,4,Housing inspections,1
What is your biggest problem?,Rasuwa,4,Clean water,0
What is your biggest problem?,Rasuwa,4,NA,37
What is your biggest problem?,Rasuwa,4,Livelihoods,2
What is your biggest problem?,Rasuwa,4,Seeds and fertilizers,0
What is your biggest problem?,Rasuwa,4,Education,0
What is your biggest problem?,Rasuwa,4,Long term shelter / housing,53
What is your biggest problem?,Rasuwa,4,Psychosocial counseling,0
What is your biggest problem?,Rasuwa,6,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Rasuwa,6,Food,0
What is your biggest problem?,Rasuwa,6,Financial support,8
What is your biggest problem?,Rasuwa,6,Others,0
What is your biggest problem?,Rasuwa,6,Toilets / sanitation,0
What is your biggest problem?,Rasuwa,6,Healthcare,1
What is your biggest problem?,Rasuwa,6,Housing inspections,0
What is your biggest problem?,Rasuwa,6,Clean water,4
What is your biggest problem?,Rasuwa,6,NA,27
What is your biggest problem?,Rasuwa,6,Livelihoods,0
What is your biggest problem?,Rasuwa,6,Seeds and fertilizers,0
What is your biggest problem?,Rasuwa,6,Education,0
What is your biggest problem?,Rasuwa,6,Long term shelter / housing,60
What is your biggest problem?,Rasuwa,6,Psychosocial counseling,0
What is your biggest problem?,Okhaldhunga,1,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Okhaldhunga,1,Food,0
What is your biggest problem?,Okhaldhunga,1,Financial support,0
What is your biggest problem?,Okhaldhunga,1,Others,0
What is your biggest problem?,Okhaldhunga,1,Toilets / sanitation,0
What is your biggest problem?,Okhaldhunga,1,Healthcare,0
What is your biggest problem?,Okhaldhunga,1,Housing inspections,0
What is your biggest problem?,Okhaldhunga,1,Clean water,0
What is your biggest problem?,Okhaldhunga,1,NA,0
What is your biggest problem?,Okhaldhunga,1,Livelihoods,0
What is your biggest problem?,Okhaldhunga,1,Seeds and fertilizers,0
What is your biggest problem?,Okhaldhunga,1,Education,0
What is your biggest problem?,Okhaldhunga,1,Long term shelter / housing,0
What is your biggest problem?,Okhaldhunga,1,Psychosocial counseling,0
What is your biggest problem?,Okhaldhunga,3,Short-term shelter (tent / shelterbox),6
What is your biggest problem?,Okhaldhunga,3,Food,2
What is your biggest problem?,Okhaldhunga,3,Financial support,10
What is your biggest problem?,Okhaldhunga,3,Others,0
What is your biggest problem?,Okhaldhunga,3,Toilets / sanitation,2
What is your biggest problem?,Okhaldhunga,3,Healthcare,4
What is your biggest problem?,Okhaldhunga,3,Housing inspections,5
What is your biggest problem?,Okhaldhunga,3,Clean water,2
What is your biggest problem?,Okhaldhunga,3,NA,27
What is your biggest problem?,Okhaldhunga,3,Livelihoods,1
What is your biggest problem?,Okhaldhunga,3,Seeds and fertilizers,2
What is your biggest problem?,Okhaldhunga,3,Education,1
What is your biggest problem?,Okhaldhunga,3,Long term shelter / housing,38
What is your biggest problem?,Okhaldhunga,3,Psychosocial counseling,0
What is your biggest problem?,Okhaldhunga,2,Short-term shelter (tent / shelterbox),9
What is your biggest problem?,Okhaldhunga,2,Food,0
What is your biggest problem?,Okhaldhunga,2,Financial support,16
What is your biggest problem?,Okhaldhunga,2,Others,1
What is your biggest problem?,Okhaldhunga,2,Toilets / sanitation,1
What is your biggest problem?,Okhaldhunga,2,Healthcare,2
What is your biggest problem?,Okhaldhunga,2,Housing inspections,1
What is your biggest problem?,Okhaldhunga,2,Clean water,1
What is your biggest problem?,Okhaldhunga,2,NA,24
What is your biggest problem?,Okhaldhunga,2,Livelihoods,0
What is your biggest problem?,Okhaldhunga,2,Seeds and fertilizers,1
What is your biggest problem?,Okhaldhunga,2,Education,0
What is your biggest problem?,Okhaldhunga,2,Long term shelter / housing,44
What is your biggest problem?,Okhaldhunga,2,Psychosocial counseling,0
What is your biggest problem?,Okhaldhunga,5,Short-term shelter (tent / shelterbox),5
What is your biggest problem?,Okhaldhunga,5,Food,0
What is your biggest problem?,Okhaldhunga,5,Financial support,2
What is your biggest problem?,Okhaldhunga,5,Others,0
What is your biggest problem?,Okhaldhunga,5,Toilets / sanitation,0
What is your biggest problem?,Okhaldhunga,5,Healthcare,4
What is your biggest problem?,Okhaldhunga,5,Housing inspections,3
What is your biggest problem?,Okhaldhunga,5,Clean water,0
What is your biggest problem?,Okhaldhunga,5,NA,36
What is your biggest problem?,Okhaldhunga,5,Livelihoods,2
What is your biggest problem?,Okhaldhunga,5,Seeds and fertilizers,0
What is your biggest problem?,Okhaldhunga,5,Education,2
What is your biggest problem?,Okhaldhunga,5,Long term shelter / housing,46
What is your biggest problem?,Okhaldhunga,5,Psychosocial counseling,0
What is your biggest problem?,Okhaldhunga,4,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Okhaldhunga,4,Food,0
What is your biggest problem?,Okhaldhunga,4,Financial support,5
What is your biggest problem?,Okhaldhunga,4,Others,0
What is your biggest problem?,Okhaldhunga,4,Toilets / sanitation,1
What is your biggest problem?,Okhaldhunga,4,Healthcare,3
What is your biggest problem?,Okhaldhunga,4,Housing inspections,0
What is your biggest problem?,Okhaldhunga,4,Clean water,4
What is your biggest problem?,Okhaldhunga,4,NA,26
What is your biggest problem?,Okhaldhunga,4,Livelihoods,0
What is your biggest problem?,Okhaldhunga,4,Seeds and fertilizers,0
What is your biggest problem?,Okhaldhunga,4,Education,0
What is your biggest problem?,Okhaldhunga,4,Long term shelter / housing,61
What is your biggest problem?,Okhaldhunga,4,Psychosocial counseling,0
What is your biggest problem?,Okhaldhunga,6,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Okhaldhunga,6,Food,0
What is your biggest problem?,Okhaldhunga,6,Financial support,3
What is your biggest problem?,Okhaldhunga,6,Others,0
What is your biggest problem?,Okhaldhunga,6,Toilets / sanitation,0
What is your biggest problem?,Okhaldhunga,6,Healthcare,1
What is your biggest problem?,Okhaldhunga,6,Housing inspections,1
What is your biggest problem?,Okhaldhunga,6,Clean water,1
What is your biggest problem?,Okhaldhunga,6,NA,59
What is your biggest problem?,Okhaldhunga,6,Livelihoods,0
What is your biggest problem?,Okhaldhunga,6,Seeds and fertilizers,0
What is your biggest problem?,Okhaldhunga,6,Education,0
What is your biggest problem?,Okhaldhunga,6,Long term shelter / housing,34
What is your biggest problem?,Okhaldhunga,6,Psychosocial counseling,0
What is your biggest problem?,Gorkha,1,Short-term shelter (tent / shelterbox),19
What is your biggest problem?,Gorkha,1,Food,0
What is your biggest problem?,Gorkha,1,Financial support,0
What is your biggest problem?,Gorkha,1,Others,0
What is your biggest problem?,Gorkha,1,Toilets / sanitation,1
What is your biggest problem?,Gorkha,1,Healthcare,2
What is your biggest problem?,Gorkha,1,Housing inspections,4
What is your biggest problem?,Gorkha,1,Clean water,2
What is your biggest problem?,Gorkha,1,NA,29
What is your biggest problem?,Gorkha,1,Livelihoods,3
What is your biggest problem?,Gorkha,1,Seeds and fertilizers,1
What is your biggest problem?,Gorkha,1,Education,2
What is your biggest problem?,Gorkha,1,Long term shelter / housing,34
What is your biggest problem?,Gorkha,1,Psychosocial counseling,0
What is your biggest problem?,Gorkha,3,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Gorkha,3,Food,0
What is your biggest problem?,Gorkha,3,Financial support,0
What is your biggest problem?,Gorkha,3,Others,0
What is your biggest problem?,Gorkha,3,Toilets / sanitation,0
What is your biggest problem?,Gorkha,3,Healthcare,2
What is your biggest problem?,Gorkha,3,Housing inspections,0
What is your biggest problem?,Gorkha,3,Clean water,0
What is your biggest problem?,Gorkha,3,NA,40
What is your biggest problem?,Gorkha,3,Livelihoods,1
What is your biggest problem?,Gorkha,3,Seeds and fertilizers,0
What is your biggest problem?,Gorkha,3,Education,0
What is your biggest problem?,Gorkha,3,Long term shelter / housing,56
What is your biggest problem?,Gorkha,3,Psychosocial counseling,0
What is your biggest problem?,Gorkha,2,Short-term shelter (tent / shelterbox),5
What is your biggest problem?,Gorkha,2,Food,0
What is your biggest problem?,Gorkha,2,Financial support,1
What is your biggest problem?,Gorkha,2,Others,0
What is your biggest problem?,Gorkha,2,Toilets / sanitation,0
What is your biggest problem?,Gorkha,2,Healthcare,2
What is your biggest problem?,Gorkha,2,Housing inspections,4
What is your biggest problem?,Gorkha,2,Clean water,0
What is your biggest problem?,Gorkha,2,NA,47
What is your biggest problem?,Gorkha,2,Livelihoods,2
What is your biggest problem?,Gorkha,2,Seeds and fertilizers,0
What is your biggest problem?,Gorkha,2,Education,0
What is your biggest problem?,Gorkha,2,Long term shelter / housing,39
What is your biggest problem?,Gorkha,2,Psychosocial counseling,1
What is your biggest problem?,Gorkha,5,Short-term shelter (tent / shelterbox),0
What is your biggest problem?,Gorkha,5,Food,0
What is your biggest problem?,Gorkha,5,Financial support,1
What is your biggest problem?,Gorkha,5,Others,0
What is your biggest problem?,Gorkha,5,Toilets / sanitation,0
What is your biggest problem?,Gorkha,5,Healthcare,0
What is your biggest problem?,Gorkha,5,Housing inspections,0
What is your biggest problem?,Gorkha,5,Clean water,1
What is your biggest problem?,Gorkha,5,NA,46
What is your biggest problem?,Gorkha,5,Livelihoods,0
What is your biggest problem?,Gorkha,5,Seeds and fertilizers,0
What is your biggest problem?,Gorkha,5,Education,0
What is your biggest problem?,Gorkha,5,Long term shelter / housing,52
What is your biggest problem?,Gorkha,5,Psychosocial counseling,0
What is your biggest problem?,Gorkha,4,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Gorkha,4,Food,0
What is your biggest problem?,Gorkha,4,Financial support,0
What is your biggest problem?,Gorkha,4,Others,1
What is your biggest problem?,Gorkha,4,Toilets / sanitation,0
What is your biggest problem?,Gorkha,4,Healthcare,0
What is your biggest problem?,Gorkha,4,Housing inspections,0
What is your biggest problem?,Gorkha,4,Clean water,0
What is your biggest problem?,Gorkha,4,NA,53
What is your biggest problem?,Gorkha,4,Livelihoods,0
What is your biggest problem?,Gorkha,4,Seeds and fertilizers,0
What is your biggest problem?,Gorkha,4,Education,0
What is your biggest problem?,Gorkha,4,Long term shelter / housing,45
What is your biggest problem?,Gorkha,4,Psychosocial counseling,0
What is your biggest problem?,Gorkha,6,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Gorkha,6,Food,0
What is your biggest problem?,Gorkha,6,Financial support,1
What is your biggest problem?,Gorkha,6,Others,0
What is your biggest problem?,Gorkha,6,Toilets / sanitation,0
What is your biggest problem?,Gorkha,6,Healthcare,5
What is your biggest problem?,Gorkha,6,Housing inspections,0
What is your biggest problem?,Gorkha,6,Clean water,0
What is your biggest problem?,Gorkha,6,NA,38
What is your biggest problem?,Gorkha,6,Livelihoods,0
What is your biggest problem?,Gorkha,6,Seeds and fertilizers,0
What is your biggest problem?,Gorkha,6,Education,0
What is your biggest problem?,Gorkha,6,Long term shelter / housing,55
What is your biggest problem?,Gorkha,6,Psychosocial counseling,0
What is your biggest problem?,Sindhuli,1,Short-term shelter (tent / shelterbox),53
What is your biggest problem?,Sindhuli,1,Food,0
What is your biggest problem?,Sindhuli,1,Financial support,3
What is your biggest problem?,Sindhuli,1,Others,0
What is your biggest problem?,Sindhuli,1,Toilets / sanitation,0
What is your biggest problem?,Sindhuli,1,Healthcare,0
What is your biggest problem?,Sindhuli,1,Housing inspections,2
What is your biggest problem?,Sindhuli,1,Clean water,1
What is your biggest problem?,Sindhuli,1,NA,24
What is your biggest problem?,Sindhuli,1,Livelihoods,0
What is your biggest problem?,Sindhuli,1,Seeds and fertilizers,0
What is your biggest problem?,Sindhuli,1,Education,0
What is your biggest problem?,Sindhuli,1,Long term shelter / housing,17
What is your biggest problem?,Sindhuli,1,Psychosocial counseling,1
What is your biggest problem?,Sindhuli,3,Short-term shelter (tent / shelterbox),5
What is your biggest problem?,Sindhuli,3,Food,0
What is your biggest problem?,Sindhuli,3,Financial support,4
What is your biggest problem?,Sindhuli,3,Others,0
What is your biggest problem?,Sindhuli,3,Toilets / sanitation,0
What is your biggest problem?,Sindhuli,3,Healthcare,0
What is your biggest problem?,Sindhuli,3,Housing inspections,0
What is your biggest problem?,Sindhuli,3,Clean water,2
What is your biggest problem?,Sindhuli,3,NA,29
What is your biggest problem?,Sindhuli,3,Livelihoods,0
What is your biggest problem?,Sindhuli,3,Seeds and fertilizers,0
What is your biggest problem?,Sindhuli,3,Education,0
What is your biggest problem?,Sindhuli,3,Long term shelter / housing,59
What is your biggest problem?,Sindhuli,3,Psychosocial counseling,1
What is your biggest problem?,Sindhuli,2,Short-term shelter (tent / shelterbox),27
What is your biggest problem?,Sindhuli,2,Food,0
What is your biggest problem?,Sindhuli,2,Financial support,0
What is your biggest problem?,Sindhuli,2,Others,0
What is your biggest problem?,Sindhuli,2,Toilets / sanitation,3
What is your biggest problem?,Sindhuli,2,Healthcare,2
What is your biggest problem?,Sindhuli,2,Housing inspections,4
What is your biggest problem?,Sindhuli,2,Clean water,0
What is your biggest problem?,Sindhuli,2,NA,23
What is your biggest problem?,Sindhuli,2,Livelihoods,3
What is your biggest problem?,Sindhuli,2,Seeds and fertilizers,0
What is your biggest problem?,Sindhuli,2,Education,2
What is your biggest problem?,Sindhuli,2,Long term shelter / housing,36
What is your biggest problem?,Sindhuli,2,Psychosocial counseling,0
What is your biggest problem?,Sindhuli,5,Short-term shelter (tent / shelterbox),39
What is your biggest problem?,Sindhuli,5,Food,0
What is your biggest problem?,Sindhuli,5,Financial support,2
What is your biggest problem?,Sindhuli,5,Others,1
What is your biggest problem?,Sindhuli,5,Toilets / sanitation,1
What is your biggest problem?,Sindhuli,5,Healthcare,2
What is your biggest problem?,Sindhuli,5,Housing inspections,1
What is your biggest problem?,Sindhuli,5,Clean water,2
What is your biggest problem?,Sindhuli,5,NA,16
What is your biggest problem?,Sindhuli,5,Livelihoods,0
What is your biggest problem?,Sindhuli,5,Seeds and fertilizers,0
What is your biggest problem?,Sindhuli,5,Education,0
What is your biggest problem?,Sindhuli,5,Long term shelter / housing,35
What is your biggest problem?,Sindhuli,5,Psychosocial counseling,1
What is your biggest problem?,Sindhuli,4,Short-term shelter (tent / shelterbox),27
What is your biggest problem?,Sindhuli,4,Food,0
What is your biggest problem?,Sindhuli,4,Financial support,0
What is your biggest problem?,Sindhuli,4,Others,0
What is your biggest problem?,Sindhuli,4,Toilets / sanitation,0
What is your biggest problem?,Sindhuli,4,Healthcare,1
What is your biggest problem?,Sindhuli,4,Housing inspections,0
What is your biggest problem?,Sindhuli,4,Clean water,0
What is your biggest problem?,Sindhuli,4,NA,30
What is your biggest problem?,Sindhuli,4,Livelihoods,0
What is your biggest problem?,Sindhuli,4,Seeds and fertilizers,0
What is your biggest problem?,Sindhuli,4,Education,0
What is your biggest problem?,Sindhuli,4,Long term shelter / housing,42
What is your biggest problem?,Sindhuli,4,Psychosocial counseling,0
What is your biggest problem?,Sindhuli,6,Short-term shelter (tent / shelterbox),25
What is your biggest problem?,Sindhuli,6,Food,0
What is your biggest problem?,Sindhuli,6,Financial support,4
What is your biggest problem?,Sindhuli,6,Others,0
What is your biggest problem?,Sindhuli,6,Toilets / sanitation,2
What is your biggest problem?,Sindhuli,6,Healthcare,0
What is your biggest problem?,Sindhuli,6,Housing inspections,0
What is your biggest problem?,Sindhuli,6,Clean water,2
What is your biggest problem?,Sindhuli,6,NA,25
What is your biggest problem?,Sindhuli,6,Livelihoods,1
What is your biggest problem?,Sindhuli,6,Seeds and fertilizers,1
What is your biggest problem?,Sindhuli,6,Education,0
What is your biggest problem?,Sindhuli,6,Long term shelter / housing,39
What is your biggest problem?,Sindhuli,6,Psychosocial counseling,1
What is your biggest problem?,Sindhupalchowk,1,Short-term shelter (tent / shelterbox),27
What is your biggest problem?,Sindhupalchowk,1,Food,0
What is your biggest problem?,Sindhupalchowk,1,Financial support,3
What is your biggest problem?,Sindhupalchowk,1,Others,6
What is your biggest problem?,Sindhupalchowk,1,Toilets / sanitation,3
What is your biggest problem?,Sindhupalchowk,1,Healthcare,4
What is your biggest problem?,Sindhupalchowk,1,Housing inspections,0
What is your biggest problem?,Sindhupalchowk,1,Clean water,1
What is your biggest problem?,Sindhupalchowk,1,NA,3
What is your biggest problem?,Sindhupalchowk,1,Livelihoods,0
What is your biggest problem?,Sindhupalchowk,1,Seeds and fertilizers,0
What is your biggest problem?,Sindhupalchowk,1,Education,3
What is your biggest problem?,Sindhupalchowk,1,Long term shelter / housing,49
What is your biggest problem?,Sindhupalchowk,1,Psychosocial counseling,0
What is your biggest problem?,Sindhupalchowk,3,Short-term shelter (tent / shelterbox),4
What is your biggest problem?,Sindhupalchowk,3,Food,0
What is your biggest problem?,Sindhupalchowk,3,Financial support,2
What is your biggest problem?,Sindhupalchowk,3,Others,0
What is your biggest problem?,Sindhupalchowk,3,Toilets / sanitation,1
What is your biggest problem?,Sindhupalchowk,3,Healthcare,3
What is your biggest problem?,Sindhupalchowk,3,Housing inspections,0
What is your biggest problem?,Sindhupalchowk,3,Clean water,0
What is your biggest problem?,Sindhupalchowk,3,NA,9
What is your biggest problem?,Sindhupalchowk,3,Livelihoods,4
What is your biggest problem?,Sindhupalchowk,3,Seeds and fertilizers,0
What is your biggest problem?,Sindhupalchowk,3,Education,1
What is your biggest problem?,Sindhupalchowk,3,Long term shelter / housing,76
What is your biggest problem?,Sindhupalchowk,3,Psychosocial counseling,0
What is your biggest problem?,Sindhupalchowk,2,Short-term shelter (tent / shelterbox),3
What is your biggest problem?,Sindhupalchowk,2,Food,0
What is your biggest problem?,Sindhupalchowk,2,Financial support,0
What is your biggest problem?,Sindhupalchowk,2,Others,0
What is your biggest problem?,Sindhupalchowk,2,Toilets / sanitation,0
What is your biggest problem?,Sindhupalchowk,2,Healthcare,0
What is your biggest problem?,Sindhupalchowk,2,Housing inspections,1
What is your biggest problem?,Sindhupalchowk,2,Clean water,0
What is your biggest problem?,Sindhupalchowk,2,NA,5
What is your biggest problem?,Sindhupalchowk,2,Livelihoods,6
What is your biggest problem?,Sindhupalchowk,2,Seeds and fertilizers,0
What is your biggest problem?,Sindhupalchowk,2,Education,1
What is your biggest problem?,Sindhupalchowk,2,Long term shelter / housing,83
What is your biggest problem?,Sindhupalchowk,2,Psychosocial counseling,0
What is your biggest problem?,Sindhupalchowk,5,Short-term shelter (tent / shelterbox),1
What is your biggest problem?,Sindhupalchowk,5,Food,0
What is your biggest problem?,Sindhupalchowk,5,Financial support,2
What is your biggest problem?,Sindhupalchowk,5,Others,0
What is your biggest problem?,Sindhupalchowk,5,Toilets / sanitation,0
What is your biggest problem?,Sindhupalchowk,5,Healthcare,0
What is your biggest problem?,Sindhupalchowk,5,Housing inspections,0
What is your biggest problem?,Sindhupalchowk,5,Clean water,0
What is your biggest problem?,Sindhupalchowk,5,NA,12
